Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P311,43993,Helene Courcelles,Roseraie,Chauffage,Roseraie 5 - panne ,43993,,,Ouvriers_CPAS,,
T_P316,43993,Helene Courcelles,Roseraie,Entretien général,rénovation de l'habitation sise au 33 Roseraie,43993,15 jours,,Ouvriers_CPAS,,
T_P312,43993,Helene Courcelles,Roseraie,Plomberie,Roseraie 32 - Robinetterie salle de bain qui coule sans arrêt (persiste après votre visite),43993,,,Ouvriers_CPAS,,
T_P310,43993,Helene Courcelles,Roseraie,Entretien général,vider l'habitation Roseraie 4 (à mettre en sécurité à l'IDEA) . L'inventaire a été fait le 10/06. me tenir informée. ,43993,,,Ouvriers_CPAS,,
T_P314,43993,Helene Courcelles,Roseraie,Chauffage,"Bon Dieu 18 - Changement de vannes chauffage salle de bain et chambre 
Eau qui manque à la chaudière",43993,,,Ouvriers_CPAS,,
T_P313,43993,Helene Courcelles,Roseraie,Plomberie,Roseraie 26 - Problème d’évacuation WC ,43993,,,Ouvriers_CPAS,,
T_P319,43999,Helene Courcelles,Roseraie,Entretien général,"Vérifier la présence de rats au domaine de la Roseraie, me tenir informée et prévoir une intervention si nécessaire",43999,,,Ouvriers_CPAS,,
T_P330,44007,Helene Courcelles,CPAS,Jardin / extérieur,entretenir le jardin à l'arrière de la rue Destrée + mauvaises herbes sur le parking,44007,,,Ouvriers_CPAS,,
T_P329,44007,Helene Courcelles,CPAS,Entretien général,ranger la palette de papier à la cave,44007,,,Ouvriers_CPAS,,
T_P335,44015,Helene Courcelles,Roseraie,Chauffage,"Bon dieu 24 
Problème d’eau chaude – Pas d’eau chaude",44015,,1,Ouvriers_CPAS,,
T_P338,44021,Helene Courcelles,CPAS,Entretien général,placer un plexi entre les bureaux d'Amine et Rowena (1er étage),44021,,,Ouvriers_CPAS,,
T_P339,44021,Helene Courcelles,Roseraie,Sanitaire,La chasse d’eau coule - Bon Dieu 26,44021,,,Ouvriers_CPAS,,
T_P341,44022,Helene Courcelles,CPAS,Sanitaire,remise en état de la douche du vestiaire du sous-sol,44022,,,Ouvriers_CPAS,,
T_P342,44022,Helene Courcelles,Roseraie,Entretien général,mise en état du 4 Roseraie - me tenir informée du suivi,44022,,,Ouvriers_CPAS,,
T_P349,44032,Helene Courcelles,CPAS,Entretien général,Cité Cosmopolite 2/2.1 : souci avec le séchoir électrique et au niveau de la douche,44032,,,Ouvriers_CPAS,,
T_P351,44035,Helene Courcelles,cpas,Jardin / extérieur,tondre la pelouse et enlever les mauvaises herbes sur le parking (rappel de ma demande de fin juin),44035,,,Ouvriers_CPAS,,
T_P350,44035,Helene Courcelles,CPAS,Entretien général,déplacer la camionette RHM356 de son emplacement à la rue Destrée (mal stationnée et gêne la stationnement). ,44035,,,Ouvriers_CPAS,,
T_P404,44089,Helene Courcelles,Roseraie,Entretien général,coiffe de cheminée 32 Roseraie ,44089,,,Ouvriers_CPAS,,
T_P403,44089,Helene Courcelles,CPAS,Electricité,tirer un câble réseau dans le bureau de Thibault et Arno,44089,,,Ouvriers_CPAS,,
T_P407,44090,Helene Courcelles,Roseraie,Jardin / extérieur,Roseraie 16 - gouttières à nettoyer,44090,,1,Ouvriers_CPAS,,
T_P415,44098,Helene Courcelles,CPAS,Electricité,cablage réseau pour placement téléphone supplémentaire dans le bureau de Thibault,44098,,,Ouvriers_CPAS,,
T_P418,44099,Helene Courcelles,Roseraie,Entretien général,RAPPEL - Roseraie 35 - faitière qui se décroche en haut à droite et coiffe de cheminée qui se détache ,44099,,,Ouvriers_CPAS,,
T_P423,44104,Helene Courcelles,CPAS,Plomberie,URGENT ! déboucher urinoirs et WC Destrée,44104,,,Ouvriers_CPAS,,
T_P426,44105,Helene Courcelles,CPAS,Entretien général,revoir la temporisation de l'éclairage de la porte du personnel (au moins 2 minutes),44105,,,Ouvriers_CPAS,,
T_P428,44106,Helene Courcelles,CPAS,Entretien général,nettoyer les corniches du garage de la rue destrée car l'eau stagne et vérifier l'état de la porte du garage,44106,,,Ouvriers_CPAS,,
T_P429,44106,Helene Courcelles,CPAS,Electricité,2 téléphones à brancher dans des bureaux d'AS (pas possible de le faire moi-même avec les goulottes) - me voir,44106,,1,Ouvriers_CPAS,,
T_P440,44112,Helene Courcelles,CPAS,Electricité,placer une goulotte dans le bureau de stéphanie et marie-anne (et remplacer le câble par un moins long - j'en ai en stock),44112,,,Ouvriers_CPAS,,
T_P439,44112,Helene Courcelles,CPAS,Electricité,remplacer le néon dans le bureau de christophe,44112,,,Ouvriers_CPAS,,
T_P442,44113,Helene Courcelles,CPAS,Chauffage,contact BE.maintenance pour une panne à la chaudière du 114 - voir Corinne pour les plages disponibles,44113,,,Ouvriers_CPAS,,
T_P443,44116,Helene Courcelles,CPAS,Entretien général,aménagement du Bureau pour Arno,44116,,,Ouvriers_CPAS,,
T_P481,44145,Helene Courcelles,Roseraie,Entretien général,Bon Dieu 28 - problème avec le vinyl de la chambre (latte de jointure avec la porte coulissante),44145,,,Ouvriers_CPAS,,
T_P487,44147,Helene Courcelles,Roseraie,Entretien général,Roseraie 25 : Relevé index Gaz – pas de possibilité d’accès au compteur ,44147,,,Ouvriers_CPAS,,
T_P488,44147,Helene Courcelles,Roseraie,Entretien général,Roseraie 29 : Relevé index Gaz – pas de possibilité d’accès au compteur et Problème frigo ,44147,,,Ouvriers_CPAS,,
T_P486,44147,Helene Courcelles,CPAS,Electricité,2 néons ne fonctionnent pas dans le bureau de Véronique,44147,,,Ouvriers_CPAS,,
T_P536,44201,Helene Courcelles,CPAS,Electricité,remplacer un néon dans mon bureau.,44201,,,Ouvriers_CPAS,,
T_P548,44208,Helene Courcelles,Roseraie,Electricité,Roseraie 6 - lampe du hall cassée (globe),44208,,,Ouvriers_CPAS,,
T_P551,44214,Helene Courcelles,CPAS,Electricité,ajouter une prise réseau supplémentaire dans le bureau de Rowena ,44214,,,Ouvriers_CPAS,,
T_P552,44214,Helene Courcelles,CPAS,Menuiserie,fixer une attache et placer un cadenas sur l'armoire de mon bureau,44214,,,Ouvriers_CPAS,,
T_P564,44221,Helene Courcelles,CPAS,Electricité,remplacer un néon défectueux dans la cuisine à la rue Destrée,44221,,,Ouvriers_CPAS,,
T_P581,44238,Helene Courcelles,CPAS,Electricité,eclairage avec detecteur de mouvement dysfonctionne à l'entrée du personnel,44239,,,Ouvriers_CPAS,,
T_P582,44238,Helene Courcelles,CPAS,Electricité,la prise réseau du bureau de Rowena ne fonctionne pas même en inversant avec celle du PC,44239,,,Ouvriers_CPAS,,
T_P577,44238,Helene Courcelles,CPAS,Entretien général,prévoir un marquage pour la camionnette à côté de la place handicapée. ,44242,,,Ouvriers_CPAS,,
T_P1548,45846,Hicham El Hariri,MRS,Entretien général,RDC : la porte de secours anti-panique elle est déréglée,45847,1,,Ouvriers_CPAS,,
T_P1551,45848,Hicham El Hariri,MRS,Jardin / extérieur,Pourriez-vous planifier la tonte de la pelouse située au 1er étage ? Merci,45848,1,2,Ouvriers_CPAS,,
T_P1549,45848,Hicham El Hariri,MRS,Entretien général,"Chambre 238 : Vérifier l'Ampoule de la SDB, Plaque en hauteur de la SDB, Repose-pieds et les Crochets tentures",45848,,2,Ouvriers_CPAS,,
T_P1550,45848,Hicham El Hariri,MRS,Entretien général,"Chambre 240 : Porte d'entée qui grince au sol,
    Pot à revisser",45848,,2,Ouvriers_CPAS,,
T_P1553,45849,Hicham El Hariri,MRS,Electricité,1er étage : vérifier le bon fonctionnement de la serrure électronique située près de la porte de décharge (là où se trouve l’armoire des racks).,45849,1,1,Ouvriers_CPAS,,
T_P1555,45849,Hicham El Hariri,MRS,Entretien général,"Chambre 122 : Poignet de porte garde-robe
    Tablette garde-robe Fauteuil",45849,1,1,Ouvriers_CPAS,,
T_P1554,45849,Hicham El Hariri,MRS,Entretien général,1er étage (près des bureaux des infirmières) : constaté que le diffuseur de parfum est détaché. Merci de le refixer correctement.,45849,0.5,1,Ouvriers_CPAS,,
T_P1552,45849,Hicham El Hariri,MRS,Electricité,Chambre N° 104 : Verifier le bon fonctionnement de la telecommande du lit,45849,1,1,Ouvriers_CPAS,,
T_P1556,45849,Hicham El Hariri,MRS,Entretien général,RDC/Vide-pane : Veuillez reboucher (avec du béton) le trou existant dans le sol. Merci,45849,1,1,Ouvriers_CPAS,,
T_P1570,45853,Hicham El Hariri,MRS,Electricité,toilettes hommes RDC : éclairage de secours =>  Câble abimé,45853,1,1,Ouvriers_CPAS,,
T_P1561,45853,Hicham El Hariri,MRS,Entretien général,Changer le matelat (mimi),45853,0.5,1,Ouvriers_CPAS,,
T_P1563,45853,Hicham El Hariri,MRS,Electricité,Tester l'UPS avec Ms JAN : prévu vers 10h30,45853,1,3,Ouvriers_CPAS,,
T_P1567,45853,Hicham El Hariri,MRS,Electricité,Fixation du projecteur (revenu de reparation) ,45853,1,2,Ouvriers_CPAS,,
T_P1568,45853,Hicham El Hariri,MRS,Electricité,Climatiseur - buanderie : changer l'emplacement + l'évacuation + alimentation +test ,45853,1,3,Ouvriers_CPAS,,
T_P1569,45853,Hicham El Hariri,MRS,Electricité,dans la cuisine : il y a une prise à re-fixer dans sa boite d'encastrement + manque de cache à une autre prise,45853,1,1,Ouvriers_CPAS,,
T_P1576,45854,Hicham El Hariri,MRS,Electricité,"Aile ""A"" face à la porte des éscaliers de secours => batterie à changer",45854,,,Thersa,,
T_P1572,45854,Hicham El Hariri,MRS,Electricité,RDC : bloc de secours à changer ou batterie ( à voir),45854,,,Thersa,,
T_P1573,45854,Hicham El Hariri,MRS,Electricité,1ère : nouveau bureau => batterie à changer,45854,,,Thersa,,
T_P1574,45854,Hicham El Hariri,MRS,Electricité,Face à la chambre 132 : bloc à changer ou batterie à plat,45854,,,Thersa,,
T_P1575,45854,Hicham El Hariri,MRS,Electricité,Aile C vide pane : batterie à changer,45854,,,Thersa,,
T_P1571,45854,Hicham El Hariri,MRS,Electricité,"étage ""-1"" : local ventilation 2ème bloc de secours => batterie à changer",45854,,,Thersa,,
T_P1577,45854,Hicham El Hariri,MRS,Entretien général,Chambre 212 : frigo fait de la glace (david est prévenu),45854,,,Ouvriers_CPAS,,
T_P1562,45853,Hicham El Hariri,MRS,Entretien général,Aller chercher les bancs de chez WEBA : LE MERCREDI 16/07/25,45854,1,2,Ouvriers_CPAS,,
T_P1591,45861,Hicham El Hariri,MRS,Plomberie,manque la plaque de déclenchement wc femmes,45861,,,Thersa,,
T_P1594,45867,Hicham El Hariri,MRS,Entretien général,Coller les nouvelles étiquettes d'identification des extincteurs et des dévidoirs muraux.,45869,3,1,Ouvriers_CPAS,,
T_P1599,45870,Hicham El Hariri,MRS,Electricité,Appart Soc. Traveaux de la mise en conformité,45870,2,1,Ouvriers_CPAS,,
T_P1600,45870,Hicham El Hariri,MRS,Entretien général,"La porte rouge (qui mène vers les escaliers) aux Acacias, à gauche de la chambre 139, ne ferme plus correctement. Il faut la claquer assez fort !!",45870,1,,Ouvriers_CPAS,,
T_P1598,45870,Hicham El Hariri,MRS,Entretien général,Ch005 : monsieur demande un matelas plus dur.,45870,1,1,Ouvriers_CPAS,,
T_P1597,45870,Hicham El Hariri,MRS,Electricité,la carte électronique du Portail d'entrée principale : consigner + identifier les câbles + décabler la carte électronique,45870,1.5,1,Ouvriers_CPAS,,
T_P1601,45870,Hicham El Hariri,MRS,Entretien général,Chambre 218 : télecommande ne fonctionne plus !,45870,0.5,,Ouvriers_CPAS,,
T_P1606,45874,Hicham El Hariri,MRS,Entretien général,"Serait-il possible de procéder à un inventaire du matériel actuellement en stock (vis, boulons, ampoules, disjoncteurs, rondelles, etc.) ?
Cela permettrait de mieux évaluer les besoins et de garantir un bon suivi des approvisionnements.
Merci",45874,1,2,Ouvriers_CPAS,,
T_P1605,45874,Hicham El Hariri,MRS,Menuiserie,"Un pied de table est cassé.
merci de faire le nécessaire pour le réparer (steev et au couran).",45874,1,,Ouvriers_CPAS,,
T_P1607,45875,Hicham El Hariri,MRS,Plomberie,Chbr 121 :présence d'eau derrière le frigo (steev est au courant),45875,0.5,1,Ouvriers_CPAS,,
T_P1609,45877,Hicham El Hariri,MRS,Entretien général,"Poursuivre l’aménagement et le rangement de l’ancien local peinture afin de le transformer en un petit espace de stockage fonctionnel, type magasin. Prévoir la pose d’étagères si nécessaire pour y entreposer notre outillage et nos matériels.",45877,5,2,Ouvriers_CPAS,,
T_P1608,45877,Hicham El Hariri,MRS,Electricité,"Pour plus de confort, déplacer l'interrupteur de l'ancien local peinture à un emplacement plus accessible",45877,1.5,,Ouvriers_CPAS,,
T_P1614,45881,Hicham El Hariri,MRS,Menuiserie,"Cantou RDC : pied de la gd table est déboité, merci de reparer la table,",45881,1,,Ouvriers_CPAS,,
T_P1611,45881,Hicham El Hariri,MRS,Plomberie,Ch 138 : fuite d'eau,45881,1,,Ouvriers_CPAS,,
T_P1612,45881,Hicham El Hariri,MRS,Menuiserie,la barre de lit de la chr 221 est casser ,45881,1,,Ouvriers_CPAS,,
T_P1613,45881,Hicham El Hariri,MRS,Entretien général,"le rideau de  Madame Lavalle,  est actuellement décroché de sa tringle. pouvez vous le remettre en place ",45881,0.5,,Ouvriers_CPAS,,
T_P1615,45882,Hicham El Hariri,MRS,Plomberie,Verifier le bon fonctionnement du lave panne,45882,,1,Ouvriers_CPAS,,
T_P1619,45882,Hicham El Hariri,MRS,Electricité,Ch 227 : changer les piles de la télécommande,45882,,,Ouvriers_CPAS,,
T_P1616,45882,Hicham El Hariri,MRS,Electricité,"Ch 219 : la lampe frio est HS, merci de faire le necessaire",45882,,1,Ouvriers_CPAS,,
T_P1617,45882,Hicham El Hariri,MRS,Entretien général,"On a bien reçu la commande des eaux, merci de faire le necessaire.",45882,,2,Ouvriers_CPAS,,
T_P1618,45882,Hicham El Hariri,MRS,Entretien général,"On a reçu des bons de commandes, sera'il possible d'aller chercher les commandes, merçi",45882,,1,Ouvriers_CPAS,,
T_P1621,45882,Hicham El Hariri,MRS,Electricité,"Ch 209 : TV pas de signal, merci d'intervenir",45882,1,,Ouvriers_CPAS,,
T_P1620,45882,Hicham El Hariri,MRS,Entretien général,1 er étage Cantou : changer les dalles (traces de café) situé près du bureaux infirmières,45882,1,,Ouvriers_CPAS,,
T_P1625,45883,Hicham El Hariri,MRS,Plomberie,"Veuillez finaliser l'installation afin de dévier l'eau de condensation de la batterie froide au 1er étage. placer les dalles manquantes , Merci.",45883,3,,Ouvriers_CPAS,,
T_P1624,45883,Hicham El Hariri,MRS,Plomberie,Veuillez finaliser l'installation afin de dévier l'eau de condensation de la batterie froide au 1er étage. Merci.,45883,2,,Ouvriers_CPAS,,
T_P1627,45888,Hicham El Hariri,MRS,Peinture,Après les réparations des fissures. Je vous demande de bien vouloir procéder à la peinture des zones concernées,45888,8,2,Ouvriers_CPAS,,
T_P1632,45889,Hicham El Hariri,MRS,Electricité,Ch 214 : problème TV,45889,,,Ouvriers_CPAS,,
T_P1631,45889,Hicham El Hariri,MRS,Electricité,CH 009 : Le lit il est bloqué dans une position,45889,,1,Ouvriers_CPAS,,
T_P1630,45889,Hicham El Hariri,MRS,Electricité,CH206 : TV => Pbm image,45889,,,Ouvriers_CPAS,,
T_P1636,45891,Hicham El Hariri,MRS,Plomberie,Fuite detecter au niv -1 (reserve N° 2),45891,,,Thersa,,
T_P1637,45891,Hicham El Hariri,MRS,Plomberie,Ch136 : Plaque ne tinne plus (clips usés) de commande WC,45891,,,Thersa,,
T_P1654,45923,Hicham El Hariri,MRS,Entretien général,"pourriez-vous aller voir porte de secours (couleur rouge ) dans le service des acacias au 1 er étage, la porte s'ouvre sans badge !!",45923,,,Ouvriers_CPAS,,
T_P1653,45923,Hicham El Hariri,MRS,Menuiserie,"La petite table d'appoint de Monsieur Desoignies est à réparer (ch 101), merci",45923,,,Ouvriers_CPAS,,
T_P1652,45923,Hicham El Hariri,MRS,Electricité,CH 010 : la residente n'arrive pas à allumer la télé de son lit,45923,,,Ouvriers_CPAS,,
T_P1657,45925,Hicham El Hariri,MRS,Plomberie,"Devidoire mural au cantou => fuite => reparer la fuite et tester si c'eat ok, merci",45925,,,Ouvriers_CPAS,,
T_P1658,45925,Hicham El Hariri,MRS,Entretien général,"Avec les moyens du bord, reparer les pneus crevés des véhicules => tester si c'est ok merci",45925,,,Ouvriers_CPAS,,
T_P1659,45925,Hicham El Hariri,MRS,Entretien général,"la voiture des repas et en panne à la roserai, sera'il possible d'aller la chercher ",45925,,,Ouvriers_CPAS,,
T_P1660,45925,Hicham El Hariri,MRS,Peinture,"Finir l'epoxy au sol de la cuisine, merci de fermer les accées + mettre une affiche pour signalé de ne pas accéder pendant tout le weekend",45925,,,Ouvriers_CPAS,,
T_P1661,45925,Hicham El Hariri,MRS,Entretien général,Retirer les bacs à potager des Lilas,45925,,,Ouvriers_CPAS,,
T_P1662,45925,Hicham El Hariri,MRS,Menuiserie,aller voir porte de secours fin de couloir court-séjour car un résident a ouvert la porte !! => verifier l'etat de l'aimant permanenet merci,45925,,,Ouvriers_CPAS,,
T_P1666,45926,Hicham El Hariri,MRS,Peinture,"David : Serait-il possible de vérifier le stock des seaux de peinture ainsi que les codes couleurs utilisés sur l’ensemble du site ?
Peux-tu également déclasser les peintures qui ne sont plus bonnes ou qui commencent à sécher ?",45926,,1,Ouvriers_CPAS,,
T_P1663,45926,Hicham El Hariri,MRS,Jardin / extérieur,"Suite à des réclamations du voisinage concernant les lierres débordant, couper à ras les branches qui dépassent. Merci (Steev connais bien les endroits)",45926,,,Ouvriers_CPAS,,
T_P1664,45926,Hicham El Hariri,MRS,Electricité,"Ch 218 : Pouvez vous passez pour regler la télé de Monsieur, merci",45926,,,Ouvriers_CPAS,,
T_P1665,45926,Hicham El Hariri,MRS,Entretien général,remise des tables (cafeteriat) après le repas du midi dans la petite salle des réunions,45926,,,Ouvriers_CPAS,,
T_P1669,45930,Hicham El Hariri,MRS,Plomberie,Continuez à changer les joints des dévidoirs muraux,45930,,,Ouvriers_CPAS,,
T_P1668,45930,Hicham El Hariri,MRS,Electricité,"Ronald : tu serai aller a l'arroserai N° 18 pour faire un trou : pour prévoir le passage du nouveau câble pour cuisinière & four (contact vincent avant le depart), merci",45930,,,Ouvriers_CPAS,,
T_P1670,45930,Hicham El Hariri,MRS,Entretien général,"Pourriez-vous ouvrir la salle du 1er étage pour les anniversaires de cet après-midi, merci",45930,,,Ouvriers_CPAS,,
T_P1673,45930,Hicham El Hariri,MRS,Electricité,RDC -petite aile- : reparer le lecteur badges porte coupe feux (fond),45930,,,Ouvriers_CPAS,,
T_P1674,45930,Hicham El Hariri,MRS,Peinture,Enlever les traces de peinture au niveau des ascenseurs,45930,,,Ouvriers_CPAS,,
T_P1675,45931,Hicham El Hariri,MRS,Entretien général,"Pourriez-vous fermer la salle polyvalente, merci",45931,,2,Ouvriers_CPAS,,
T_P1676,45931,Hicham El Hariri,MRS,Plomberie,une fuite  entre CH 224 et 124 : Merci d'aller verifier,45931,,,Ouvriers_CPAS,,
T_P1677,45931,Hicham El Hariri,MRS,Entretien général,Re fixer les tentures au cantou,45931,,,Ouvriers_CPAS,,
T_P1678,45931,Hicham El Hariri,MRS,Entretien général,"ditribuer l'eau : imprimer les feuilles avant, merci",45931,,,Ouvriers_CPAS,,
T_P1682,45938,Hicham El Hariri,MRS,Menuiserie,"Acacias : gachette porte à refixer, merci",45938,,,Ouvriers_CPAS,,
T_P1684,45945,Hicham El Hariri,MRS,Entretien général,Ouvrir les 3 trapes des citernes : mettre des epaisseurs en inox pour eviter la soudure (par corrosion),45945,2,,Ouvriers_CPAS,,
T_P1688,45950,Hicham El Hariri,MRS,Electricité,"																														ch 9  : demande un passage pour regler ses ecouteurs ",45950,,1,Ouvriers_CPAS,,
T_P1689,45950,Hicham El Hariri,MRS,Electricité,La porte du local à croix du 1er étage (en face de la salle à manger) ne ferme plus.,45950,,1,Ouvriers_CPAS,,
T_P1690,45950,Hicham El Hariri,MRS,Menuiserie,"CH 138 – Lit cassé ⚠️ Attention : patient positif au COVID, Merci de vous équiper obligatoirement avec les protections suivantes avant toute intervention : Gants, Blouse et Masque FFP2. Une désinfection complète des mains et matériel utilisé (selon la procédure de désinfection en vigueur).",45950,,2,Ouvriers_CPAS,,
T_P1708,45964,Hicham El Hariri,MRS,Entretien général,Verifier le bon fonctionnement de tous les thermo café  de l'ADV,45964,2,,Ouvriers_CPAS,,
T_P1710,45964,Hicham El Hariri,MRS,Menuiserie,ch 7 : les barres de lit NOK. Merci de verifier et faire le necessaire ,45964,,,Ouvriers_CPAS,,
T_P1709,45964,Hicham El Hariri,MRS,Entretien général,"Prenez les tables et les chaises existantes sur la terrasse du cafétéria, et placez-les au puits de mine. Merci.",45964,,,Ouvriers_CPAS,,
T_P1712,45964,Hicham El Hariri,MRS,Electricité,"Ronald : tu serai accopagner l'inspecteur ACEG, pour verifier l'ensemble du batiment : HT, BT, isollement … ",45964,,,Ouvriers_CPAS,,
T_P1711,45964,Hicham El Hariri,MRS,Entretien général,"Verifier l'ensembles des installations, jeter les dechets … fait attention ne pas jeter les documents …Merci",45964,,,Ouvriers_CPAS,,
T_P1716,45965,Hicham El Hariri,MRS,Entretien général,"Ouvrir les parois de la salle sinema, merci",45965,,,Ouvriers_CPAS,,
T_P1715,45965,Hicham El Hariri,MRS,Electricité,Ronald : aller visiter l'appart ILA pour mise en conformié,45965,1,,Ouvriers_CPAS,,
T_P1717,45965,Hicham El Hariri,MRS,Peinture,"David : preparer le materiel, ponsceuse, papiers, peinture prévu pour la 18 à l arroseraie",45965,,,Ouvriers_CPAS,,
T_P1718,45965,Hicham El Hariri,MRS,Electricité,"Ronalr : aller changer les prises interrupteurs, installer nouveau cable pour le four … à la roseraie N° 18",45965,,,Ouvriers_CPAS,,
T_P1719,45965,Hicham El Hariri,MRS,Entretien général,La vw transporter devra passée au contrôle technique le 05/11/25,45965,,,Ouvriers_CPAS,,
T_P1714,45965,Hicham El Hariri,MRS,Menuiserie,"Apres notre constatation :  les chariots heurtent régulièrement les murs extérieurs près de la cuisine, ce qui provoque des traces et des dégradations.
 pourriez-vous couper quelques morceaux de bois de coffrage et les fixer en protection sur les zones concernées ? Cela permettra de préserver les murs et d’éviter de nouvelles détériorations.",45965,4,2,Ouvriers_CPAS,,
T_P1723,45967,Hicham El Hariri,MRS,Entretien général,Ch.14 Problème d'ouverture-fermeture du rideau de droite. Merci d'aller verivier.,45967,,,Ouvriers_CPAS,,
T_P1725,45967,Hicham El Hariri,MRS,Entretien général,Ch104 : le rideau se détachait.,45967,,,Ouvriers_CPAS,,
T_P1727,45968,Hicham El Hariri,MRS,Electricité,"Mr JAN vien de me signaler que la COGEN est à l'arrêt : ack le défaut suivant la procédure, merci  ",45968,0.15,,Ouvriers_CPAS,,
T_P1726,45968,Hicham El Hariri,MRS,Plomberie,"Après la réparation des fuites de l’ensemble des dévidoirs incendie, effectuer un dernier contrôle en ouvrant les vannes. Attendre quelques secondes : s’il n’y a pas de fuite, c’est bon. Dans le cas contraire, noter les numéros et prévenir. Merci.",45968,2,2,Ouvriers_CPAS,,
T_P1728,45976,Hicham El Hariri,MRS,Entretien général,Ch 21 :  changer le langage TV (français),45976,0.15,1,Ouvriers_CPAS,,
T_P1729,45976,Hicham El Hariri,MRS,Plomberie,"Ch241 : Après la réparation de la fuite, veuillez arranger les deux autres siphons dans le stock de plomberie. Merci",45976,4,2,Ouvriers_CPAS,,
T_P1730,45976,Hicham El Hariri,MRS,Peinture,Nous avons reçu les peintures. Veuillez reprendre les travaux de rafraîchissement en commençant par les chambres en priorité,45976,5,,Ouvriers_CPAS,,
T_P1740,45982,Hicham El Hariri,MRS,Menuiserie,"Au RDC local ventilo, verifier les dimentions des charnières pour re-fixer la porte grise",45982,0.25,1,Ouvriers_CPAS,,
T_P1739,45982,Hicham El Hariri,MRS,Entretien général,Coller également les deux plinthes détachées dans le couloir en face de la cuisine du RDC,45982,0.25,1,Ouvriers_CPAS,,
T_P1738,45982,Hicham El Hariri,MRS,Plomberie,"CH N° 1 : Après réception du matériel, veuillez procéder au remplacement du mitigeur douche, tester la T° de l'eau, merci",45982,1,2,Ouvriers_CPAS,,
T_P1737,45982,Hicham El Hariri,MRS,Plomberie,"Après réception du matériel, veuillez procéder au remplacement des tuyauteries de la cuisine existante au RDC. Testez également les arrivées d’eau",45982,2,2,Ouvriers_CPAS,,
T_P1747,45993,Hicham El Hariri,MRS,Entretien général,"Conduite d'eau de pluie devant la porte coulissante à l'exterieur : retirer les grilles, enlever les feuilles d'arbres les encrasses. Merci",45993,,,Ouvriers_CPAS,,
T_P1748,45993,Hicham El Hariri,MRS,Entretien général,terrasses et plateformes : Merci de vérifier la propreté des collecteurs d’eau de pluie.,45993,,2,Ouvriers_CPAS,,
T_P1746,45993,Hicham El Hariri,MRS,Entretien général,Arranger le local groupe électrogène,45993,,2,Ouvriers_CPAS,,
T_P1745,45993,Hicham El Hariri,MRS,Electricité,"ascenseur visiteurs, ampoule HS",45993,,1,Ouvriers_CPAS,,
T_P1760,46000,Hicham El Hariri,MRS,Menuiserie,Regarder si on sait réparer la tablette fauteuil Mme Dekoker ( ch 105),46000,,1,Ouvriers_CPAS,,
T_P1757,46000,Hicham El Hariri,MRS,Electricité,"Changer les deux néons HS existants apres le local kiné, mettre des LED au lieux des classic",46000,,2,Ouvriers_CPAS,,
T_P1751,46000,Hicham El Hariri,MRS,Electricité,Arroseraie N° 16 : Tirer un nouveau cable du coffret pour alimenter le four de la nouvelle cuisine,46000,,2,Ouvriers_CPAS,,
T_P1754,46000,Hicham El Hariri,MRS,Electricité,la roseraie N° 12 : prise à remettre,46000,,1,Ouvriers_CPAS,,
T_P1752,46000,Hicham El Hariri,MRS,Electricité,Arroseraie N° 6 : Recabler l'interrupteur existant dans le local technique.,46000,1,1,Ouvriers_CPAS,,
T_P1762,46000,Hicham El Hariri,MRS,Plomberie,"Cafeteria RDC : Verifier l'état du siphon, (mauvaise odeur).merci",46000,,1,Ouvriers_CPAS,,
T_P1755,46000,Hicham El Hariri,MRS,Electricité,"Local Coiffure : deux prises ne vont plus, j'ai enclenché le disjoncteur, mais apparement ce n'est pas la première fois, merci de verifier le circuit, l'isolement si c'est OK",46000,,1,Ouvriers_CPAS,,
T_P1750,46000,Hicham El Hariri,MRS,Electricité,Le différentiel existant dans le coffret au local kiné  se saute mais pas les disjoncteurs ! Merci d'aller verifier les circuits.,46000,,1,Ouvriers_CPAS,,
T_P1759,46000,Hicham El Hariri,MRS,Entretien général,"Au local stock, arranger les produits sur des palettes",46000,,,Ouvriers_CPAS,,
T_P1756,46000,Hicham El Hariri,MRS,Electricité,Merci de changer les néons HS. Apres la tourné,46000,,,Ouvriers_CPAS,,
T_P1758,46000,Hicham El Hariri,MRS,Entretien général,Local technique près de la cuisine re mettre les protctions du tableau.,46000,,1,Ouvriers_CPAS,,
T_P1753,46000,Hicham El Hariri,MRS,Electricité,CPAS WC femmes 2eme étage : interrupteur HS,46000,,1,Ouvriers_CPAS,,
T_P1775,46002,Hicham El Hariri,MRS,Peinture,"Fumoir : Verifier l'état des dalles, peindre les murs, reparer les plinths, carrelages. Merci",46002,,2,Ouvriers_CPAS,,
T_P1771,46002,Hicham El Hariri,MRS,Electricité,Faire une tourné parking et route : identifier les ampoules HS,46002,,1,Ouvriers_CPAS,,
