Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P348,44027,Sabine Dieu,MRS,Sanitaire,urinoires qui coulent: au rez côté bureaux les 2 et au 1er dans le wc du milieu,44027,,,Ouvriers_CPAS,,
T_P347,44027,Sabine Dieu,MRS,Entretien général,"le cendrier du cantou du 1er est troué, serait-il possible de mettre une plaque ?",44027,,,Ouvriers_CPAS,,
T_P358,44046,Sabine Dieu,MRS,Electricité,serait il possible de regarder les extracteurs d'air dans les wc,44046,,,Gestionnaire_GTC,Thersa,
T_P357,44046,Sabine Dieu,MRS,Entretien général,mettre des pattes aux cassettes à serrure chez les hommes,44046,,,Ouvriers_CPAS,,
T_P364,44048,Sabine Dieu,MRS,Entretien général,nettoyer les bouches d'aération dans les WC étages et RDC,44048,,1,Ouvriers_CPAS,,
T_P361,44048,Sabine Dieu,MRS,Entretien général,nettoyage des bouches d'aération dans les étages,44048,,,Ouvriers_CPAS,,
T_P363,44048,Sabine Dieu,MRS,Entretien général,aller voir la porte de la terrasse côté office au cantou du 1er,44048,,,Ouvriers_CPAS,,
T_P362,44048,Sabine Dieu,MRS,Entretien général,porte coupe feu au niveau de la grande aile  sont bloquées avec des cartons,44048,,,Ouvriers_CPAS,,
T_P360,44048,Sabine Dieu,MRS,Entretien général,nettoyage des bouches d'aération dans les vestiaires et les wc,44048,,,Ouvriers_CPAS,,
T_P368,44049,Sabine Dieu,MRS,Entretien général,chambre 001 porte salle de bain frotte,44049,1h,2,Ouvriers_CPAS,,
T_P370,44050,Sabine Dieu,MRS,Entretien général,porte donnant dans le petit couloir frotte et esr difficile a ouvrir,44050,,2,Ouvriers_CPAS,,
T_P372,44053,Sabine Dieu,MRS,Entretien général,détartrage du percolateur de la cafet,44053,,,Ouvriers_CPAS,,
T_P374,44055,Sabine Dieu,MRS,Plomberie,évier bouché chambre 19 au rez,44055,,,Ouvriers_CPAS,,
T_P379,44057,Sabine Dieu,MRS,Entretien général,"toutes les portes coupe feu se sont fermées au 1er, pas  possible de les maintenir ouvertes",44057,,,Ouvriers_CPAS,,
T_P385,44062,Sabine Dieu,MRS,Sanitaire,chambre 28 cantou du rez: le robinet est dévissé et la planche de wc cassée,44062,,,Ouvriers_CPAS,,
T_P389,44067,Sabine Dieu,MRS,Sanitaire,urinoire qui coule au rez au niveau du petit salon,44067,,,Thersa,,
T_P390,44069,Sabine Dieu,MRS,Jardin / extérieur,essayer une toile de tonnelle qui est terminée,44069,,,Ouvriers_CPAS,,
T_P391,44069,Sabine Dieu,MRS,Jardin / extérieur,bras de la tonnelle au cantou du rez tombé,44069,,,Ouvriers_CPAS,,
T_P413,44097,Sabine Dieu,MRS,Buanderie - Cuisine,la porte côté sale ne se ferme plus ,44097,,,Ouvriers_CPAS,,
T_P414,44098,Sabine Dieu,MRS,Sanitaire,la planche du wc à la chambre : 117 et 122 est cassée,44098,,,Ouvriers_CPAS,,
T_P425,44105,Sabine Dieu,MRS,Sanitaire,urinoirs bouchés au niveau du grand salon,44105,,,Ouvriers_CPAS,,
T_P424,44105,Sabine Dieu,MRS,Entretien général,la porte du frigo de la salle à manger du rez ne se ferme plus,44105,,,Ouvriers_CPAS,,
T_P431,44106,Sabine Dieu,MRS,Entretien général,la porte du fumoir ne se ferme plus,44106,,,Ouvriers_CPAS,,
T_P430,44106,Sabine Dieu,MRS,Electricité,remplacer taque électrique à la Roseraie n°10,44106,,,Ouvriers_CPAS,,
T_P432,44109,Sabine Dieu,MRS,Entretien général,mettre les tables au 1er pour réunion du 6/10 (thersa),44109,,,Ouvriers_CPAS,,
T_P435,44111,Sabine Dieu,MRS,Entretien général,mettre les appareils dans la salle de bain de toutes les chambres : voir directeur pour emplacement,44111,,,Ouvriers_CPAS,,
T_P445,44116,Sabine Dieu,MRS,Plomberie,chambre 131 tuyau d'évacuation détaché,44116,,,Ouvriers_CPAS,,
T_P444,44116,Sabine Dieu,MRS,Entretien général,porte qui donne accés à la terrasse du cantou du rez difficile à ouvir,44116,,,Ouvriers_CPAS,,
T_P450,44119,Sabine Dieu,MRS,Entretien général,la petite fenêtre de la chambre 229 ne se ferme plus,44119,,,Ouvriers_CPAS,,
T_P448,44119,Sabine Dieu,MRS,Sanitaire,chambre 12 fuite au niveau de son wc,44119,,,Ouvriers_CPAS,,
T_P449,44119,Sabine Dieu,MRS,Entretien général,tentures à remettre à la chambre 213,44119,,,Ouvriers_CPAS,,
T_P447,44119,Sabine Dieu,MRS,Entretien général,"serait-il possible de remettre les tentures dans les chambres:204,229 et232",44119,,,Ouvriers_CPAS,,
T_P455,44124,Sabine Dieu,MRS,Entretien général,percolateur de rez à la cafet et aux Eucalyptus sont certainement à détartrer,44124,,,Ouvriers_CPAS,,
T_P470,44130,Sabine Dieu,MRS,Entretien général,remettre les tentures chambre 32 ,44130,,,Ouvriers_CPAS,,
T_P469,44130,Sabine Dieu,MRS,Entretien général,soucis avec une planche à repasser ,44130,,,Ouvriers_CPAS,,
T_P480,44144,Sabine Dieu,MRS,Entretien général,percolateur à détartrer au 1er (Olivier),44144,,,Ouvriers_CPAS,,
T_P479,44144,Sabine Dieu,MRS,Entretien général,peut-on remettre la tenture au cantou du rez (salle à manger),44144,,,Ouvriers_CPAS,,
T_P491,44152,Sabine Dieu,MRS,Sanitaire,Planche cassée à la chambre 231,44152,,,Ouvriers_CPAS,,
T_P492,44152,Sabine Dieu,MRS,Entretien général,remettre des crochets aux tentures à la chambre 231,44152,,,Ouvriers_CPAS,,
T_P499,44155,Sabine Dieu,MRS,Entretien général,soucis au percolateur du 1er,44155,,,Ouvriers_CPAS,,
T_P498,44155,Sabine Dieu,MRS,Sanitaire,remplacer planche wc chambre 30,44155,,,Ouvriers_CPAS,,
T_P506,44162,Sabine Dieu,MRS,Entretien général,la porte du vide panne du cantou du rez ne se ferme plus,44162,,,Ouvriers_CPAS,,
T_P505,44162,Sabine Dieu,MRS,Entretien général,percolatuer du 1er Oliviers ne fonctionne plus,44162,,,Ouvriers_CPAS,,
T_P508,44165,Sabine Dieu,MRS,Sanitaire,urinoire du rez côté bureau coule,44165,,,Ouvriers_CPAS,,
T_P509,44165,Sabine Dieu,MRS,Sanitaire,chambre 238: le wc ne fonctionne pas,44165,,,Ouvriers_CPAS,,
T_P515,44172,Sabine Dieu,MRS,Electricité,"au 1er et 2ème gros soucis avec les percolateurs: ils débordent, il y aurait un soucis avec le débit d'eau",44172,,,Ouvriers_CPAS,,
T_P511,44172,Sabine Dieu,MRS,Sanitaire,la planche du wc des hommes au rez près des bureaux est cassée,44172,,,Ouvriers_CPAS,,
T_P523,44176,Sabine Dieu,MRS,Entretien général,nettoyage des bouches d'aération dans les chambres,44176,,,Ouvriers_CPAS,,
T_P530,44187,Sabine Dieu,MRS,Entretien général,la 2éme porte de sortie au cantou du rez côté couloir kiné ne se ferme plus,44187,,,Ouvriers_CPAS,,
T_P531,44187,Sabine Dieu,MRS,Sanitaire,"les toilettes du petit salon au rez sont bouchées côté homme, tout est bouché urinoires compris",44187,,,Ouvriers_CPAS,,
T_P532,44187,Sabine Dieu,MRS,Entretien général,eucalyptus au niveau des wc prés de la salle à manger il y a de l'eau qui coule du plafond prés du détecteur,44187,,,Ouvriers_CPAS,,
T_P538,44202,Sabine Dieu,MRS,Entretien général,"la porte côté propre qui donne sur le quai, le caoutchouc est détaché",44202,,,Ouvriers_CPAS,,
T_P544,44203,Sabine Dieu,MRS,Electricité,soucis avec la prise du chariot au cantou du rez,44203,,,Ouvriers_CPAS,,
T_P545,44204,Sabine Dieu,MRS,Entretien général,"la porte du local aux chariots d'entretien aux eucalyptus, ne se ferme plus",44204,,,Ouvriers_CPAS,,
T_P550,44209,Sabine Dieu,MRS,Entretien général,la porte d'entrée de la chambre 13 est diffile à ouvrir,44209,,,Ouvriers_CPAS,,
T_P553,44214,Sabine Dieu,MRS,Sanitaire,les toilettes côté hommes coulent au rez côté petit salon,44214,,,Ouvriers_CPAS,,
T_P558,44217,Sabine Dieu,MRS,Sanitaire,vérifier chambre 13: odeur d'égoût,44217,,,Gestionnaire_GTC,Thersa,
T_P556,44217,Sabine Dieu,MRS,Entretien général,"serait-il possible d'aller remettre les tentures à la chambre 19, à la salle à manger les Lilas et de faire le tour dans les autres chambres merci ",44217,,,Ouvriers_CPAS,,
T_P557,44217,Sabine Dieu,MRS,Sanitaire,chambre 218 changer la planche du wc,44217,,,Ouvriers_CPAS,,
T_P565,44221,Sabine Dieu,MRS,Sanitaire,"urinoire du rez côté petit salon, soucis de fuite en dessous ",44221,,,Ouvriers_CPAS,,
T_P567,44224,Sabine Dieu,MRS,Sanitaire,urinoires côté salon coulent toujours,44224,,,Gestionnaire_GTC,Thersa,
T_P570,44225,Sabine Dieu,MRS,Plomberie,fuite d'eau au vide panne des eucalyptus grande  aile,44225,,,Ouvriers_CPAS,,
T_P575,44229,Sabine Dieu,MRS,Sanitaire,"PLANCHE DE WC CASSEE DANS LE VESTIAIRE DES FEMMES,DERNIER WC DU FOND",44229,,,Ouvriers_CPAS,,
T_P583,44239,Sabine Dieu,MRS,Sanitaire,wc bouché chambre 129,44239,,,Ouvriers_CPAS,,
T_P591,44250,Sabine Dieu,MRS,Entretien général,"la porte de la cuisine côté sale se ferme mais on sait toujours l'ouvrir, La sécurité ne se fait plus",44250,,,Ouvriers_CPAS,,
T_P595,44256,Sabine Dieu,MRS,Entretien général,serait-il possible d'installer les 5 appareils pour papier wc qui manquent au niveau des wc du personnel aux eucalyptus (2) et au rez de chaussée (3),44256,,,Ouvriers_CPAS,,
T_P608,44263,Sabine Dieu,MRS,Entretien général,chambre 217: pied de table gauche défectueux,44263,,,Ouvriers_CPAS,,
T_P606,44263,Sabine Dieu,MRS,Entretien général,un percolateur est en panne au 2ème étage,44263,,,Ouvriers_CPAS,,
T_P617,44272,Sabine Dieu,MRS,Entretien général,percolateur du cantou au 1er déborde,44272,,,Ouvriers_CPAS,,
T_P625,44277,Sabine Dieu,MRS,Sanitaire,chambre 209 planche wc cassée,44277,,,Ouvriers_CPAS,,
T_P628,44280,Sabine Dieu,MRS,Entretien général,il manque une corde rouge pour appeler le soignant à la chambre 120 chambre,44280,,,Ouvriers_CPAS,,
T_P629,44280,Sabine Dieu,MRS,Peinture,réparation et remise en couleur du mur sous la fenêtre à la chambre 120,44280,,,Ouvriers_CPAS,,
T_P639,44286,Sabine Dieu,MRS,Electricité,une prise s'est déboîtée dans la petite aile aux Eucalyptus ( ras du sol),44286,,,Ouvriers_CPAS,,
T_P648,44298,Sabine Dieu,MRS,Entretien général,les chambres 238 et 240 n'ont pas de télévision,44298,,,Ouvriers_CPAS,,
T_P651,44298,Sabine Dieu,MRS,Electricité,la télévision de la chambre 121 n'a plus de signal,44298,,,Ouvriers_CPAS,,
T_P649,44298,Sabine Dieu,MRS,Entretien général,à la chambre 240 la table d'appoint est cassée,44298,,,Ouvriers_CPAS,,
T_P650,44298,Sabine Dieu,MRS,Entretien général,"à la chambre 238, il manque une chaise",44298,,,Ouvriers_CPAS,,
T_P646,44298,Sabine Dieu,MRS,Entretien général,chambre 236: mettre une extension au niveau du lit,44298,,,Ouvriers_CPAS,,
T_P647,44298,Sabine Dieu,MRS,Sanitaire,chambre 025: planche wc cassée,44298,,,Ouvriers_CPAS,,
T_P653,44299,Sabine Dieu,MRS,Entretien général,FOURMIS A LA CHAMBRE 005,44299,,,Ouvriers_CPAS,,
T_P652,44299,Sabine Dieu,MRS,Entretien général,porte extérieure qui grince au cantou du rez,44299,,,Ouvriers_CPAS,,
T_P655,44300,Sabine Dieu,MRS,Electricité,remettre un plafonnier à l'entrée de la chambre 241,44300,,,Ouvriers_CPAS,,
T_P658,44301,Sabine Dieu,MRS,Entretien général,remplacer la table d'appoint à la chambre 119,44301,,,Ouvriers_CPAS,,
T_P656,44301,Sabine Dieu,MRS,Entretien général,caoutchouc déboité au rez au niveau de l'ascenseur propre,44301,,,Ouvriers_CPAS,,
T_P657,44301,Sabine Dieu,MRS,Entretien général,rampe dévissée dans le grand couloir des Magnolias vers le milieu,44301,,,Ouvriers_CPAS,,
T_P661,44302,Sabine Dieu,MRS,Entretien général,on a cassé l'appareil pour les papiers mains au 1er dans les toilettes des femmes au milieu,44302,,,Ouvriers_CPAS,,
T_P662,44305,Sabine Dieu,MRS,Sanitaire,chambre 127 le lavabo fuit,44305,,,Ouvriers_CPAS,,
T_P667,44307,Sabine Dieu,MRS,Electricité,chambre 205 soucis d'interrupteur,44307,,,Ouvriers_CPAS,,
T_P666,44307,Sabine Dieu,MRS,Electricité,le tube au-dessus du lit ne fonctionne pas à la chambre 001,44307,,,Ouvriers_CPAS,,
T_P670,44308,Sabine Dieu,MRS,Entretien général,chambre 227 tablette cassée,44308,,,Ouvriers_CPAS,,
T_P677,44309,Sabine Dieu,MRS,Entretien général,serrure de la porte du wc des femmes du rez côté petit salon est cassée,44309,,,Thersa,Gestionnaire_GTC,
T_P676,44309,Sabine Dieu,MRS,Electricité,remplacer ampoule de la 1ère douche dans vestiaire des femmes d'entretien ,44309,,,Ouvriers_CPAS,,
T_P674,44309,Sabine Dieu,MRS,Plomberie,à la chambre 119 la douche ne fonctionne pas,44309,,,Ouvriers_CPAS,,
T_P679,44312,Sabine Dieu,MRS,Entretien général,remplacer l'appareil à savon à la salle à manger des Eucalyptus : il coule,44312,,,Ouvriers_CPAS,,
T_P685,44314,Sabine Dieu,MRS,Entretien général,la porte de la salle de bain de la chambre 121 ne se ferme plus,44314,,,Ouvriers_CPAS,,
T_P684,44314,Sabine Dieu,MRS,Cuisine,la porte côté sale qui donne accés à la cuisine ne ferme plus,44314,,,Ouvriers_CPAS,,
T_P687,44315,Sabine Dieu,MRS,Entretien général,toile de tonnelle,44315,,,Ouvriers_CPAS,,
T_P696,44319,Sabine Dieu,MRS,Plomberie,evier du cantou du rez de la salle à manger coule en dessous,44319,,,Ouvriers_CPAS,,
T_P703,44321,Sabine Dieu,MRS,Entretien général,chambre 130: pas de frigo,44321,,,Ouvriers_CPAS,,
T_P702,44321,Sabine Dieu,MRS,Entretien général,"chambre 130: pas de table, pas de table d'appoint, pas de repose-pieds, revisser la poignée de la porte de la salle de bain et odeur",44321,,,Ouvriers_CPAS,,
T_P707,44323,Sabine Dieu,MRS,Sanitaire,chambre 038: évier bouché,44323,,,Ouvriers_CPAS,,
T_P714,44336,Sabine Dieu,MRS,Entretien général,monter le frigo de la chambre 37 au 128,44336,,,Ouvriers_CPAS,,
T_P717,44337,Sabine Dieu,MRS,Entretien général,chambre 22 descendre le fauteuil,44337,,,Ouvriers_CPAS,,
T_P728,44343,Sabine Dieu,MRS,Entretien général,mettre un frigo à la chambre 017,44343,,,Ouvriers_CPAS,,
T_P731,44349,Sabine Dieu,MRS,Plomberie,l'eau du lavabo de la chambre 231 a du mal de s'écouler,44349,,,Ouvriers_CPAS,,
T_P735,44350,Sabine Dieu,MRS,Plomberie,mauvaise évacuation des eaux au niveau du lavabo dans les chambres : voir siphon?,44350,,,Ouvriers_CPAS,,
T_P734,44350,Sabine Dieu,MRS,Sanitaire,les 2 premiers wc dans le vestiaire femmes sont bouchés,44350,,,Ouvriers_CPAS,,
T_P741,44354,Sabine Dieu,MRS,Entretien général,la corde d'appel infirmière reste coincée chambre 215,44354,,,Ouvriers_CPAS,,
T_P745,44357,Sabine Dieu,MRS,Entretien général,mettre des piles dans l'appareil de température,44357,,,Ouvriers_CPAS,,
T_P744,44357,Sabine Dieu,MRS,Entretien général,chambre 128 peut-on remettre les tentures,44357,,,Ouvriers_CPAS,,
T_P763,44369,Sabine Dieu,MRS,Entretien général,porte donnant sur quai au niveau du bureau des brigadiers ne se ferme plus correctement: pièce partie,44369,,,Ouvriers_CPAS,,
T_P761,44369,Sabine Dieu,MRS,Sanitaire,chambre 201 pas de planche de wc,44369,,,Ouvriers_CPAS,,
T_P762,44369,Sabine Dieu,MRS,Entretien général,chambre035 mettre des crochets aux tentures,44369,,,Ouvriers_CPAS,,
T_P764,44370,Sabine Dieu,MRS,Entretien général,petite machine coule à la buanderie,44370,,,Ouvriers_CPAS,,
T_P765,44371,Sabine Dieu,MRS,Sanitaire,toilette du personnel homme bouchée au 1er ,44371,,,Ouvriers_CPAS,,
T_P771,44375,Sabine Dieu,MRS,Entretien général,la porte du local chariot du 1er ne se ferme plus,44375,,,Ouvriers_CPAS,,
T_P770,44375,Sabine Dieu,MRS,Plomberie,la base du robinet de la salle à manger du 1er bouge  beaucoup,44375,,,Ouvriers_CPAS,,
T_P772,44376,Sabine Dieu,MRS,Entretien général,changer la séparation dans frigo de la salle à manger au 1er (urgent),44376,,,Ouvriers_CPAS,,
T_P776,44379,Sabine Dieu,MRS,Entretien général,caroline du rez de chaussée ne fonctionne plus,44379,,,Ouvriers_CPAS,,
T_P775,44379,Sabine Dieu,MRS,Entretien général,chambre 003 frigo ne fonctionne plus,44379,,,Ouvriers_CPAS,,
T_P782,44383,Sabine Dieu,MRS,Entretien général,placer cendriers: 2 à l'entrée et 1 dans chaque cantou,44383,,,Ouvriers_CPAS,,
T_P783,44383,Sabine Dieu,MRS,Sanitaire,1er wc vestiaire femmes bouché,44383,,,Ouvriers_CPAS,,
T_P781,44383,Sabine Dieu,MRS,Entretien général,poter 12 bouteilles d'eau au numéro 003,44383,,,Ouvriers_CPAS,,
T_P779,44383,Sabine Dieu,MRS,Entretien général,la porte du bureau des eucalyptus ne ferme plus (2ème),44383,,,Ouvriers_CPAS,,
T_P784,44384,Sabine Dieu,MRS,Sanitaire,2 ème wc bouché dans vestiaire femmes,44384,,,Ouvriers_CPAS,,
T_P787,44390,Sabine Dieu,MRS,Entretien général,évacuation du trop plein derrière les machines à laver,44390,,,Ouvriers_CPAS,,
T_P788,44391,Sabine Dieu,MRS,Entretien général,trouver solution pour les cassettes qui ne ferment plus dans vestiaire femmes,44391,,,Ouvriers_CPAS,,
T_P792,44393,Sabine Dieu,MRS,Entretien général,la porte du local chariots au 1er ne ferme pas,44393,,,Ouvriers_CPAS,,
T_P790,44393,Sabine Dieu,MRS,Entretien général,caroline LILAS (cantou du rez) fonctionne seule,44393,,,Ouvriers_CPAS,,
T_P796,44403,Sabine Dieu,MRS,Entretien général,"cendriers sur terrasses: 1 au 2ème, 1 au 1er et 2 au rez",44403,,,Ouvriers_CPAS,,
T_P795,44403,Sabine Dieu,MRS,Sanitaire,chambre 003 : plaque wc ne tient plus,44403,,,Ouvriers_CPAS,,
T_P794,44403,Sabine Dieu,MRS,Entretien général,chaise pése personne ne fonctionne plus voir au cantou du rez,44403,,,Ouvriers_CPAS,,
T_P793,44403,Sabine Dieu,MRS,Entretien général,chambre 101: tablette fauteuil,44403,,,Ouvriers_CPAS,,
T_P797,44404,Sabine Dieu,MRS,Sanitaire,chambre 109: chasse coule,44404,,,Ouvriers_CPAS,,
T_P799,44405,Sabine Dieu,MRS,Entretien général,"chambre 034 à besoin + grande rallonge au lit, voir ch 137 qui n'en a pas l'utilité",44405,,,Ouvriers_CPAS,,
T_P798,44405,Sabine Dieu,MRS,Entretien général,chambre 223 : apporter 12 bouteilles d'eau,44405,,,Ouvriers_CPAS,,
T_P800,44405,Sabine Dieu,MRS,Plomberie,chambre 204: robinet coule,44405,,,Ouvriers_CPAS,,
T_P804,44407,Sabine Dieu,MRS,Electricité,chambre 119 : il n'y a plus qu'1 ampoule qui fonctionne dans la salle de bain,44407,,,Ouvriers_CPAS,,
T_P806,44411,Sabine Dieu,MRS,Sanitaire,ch 117: chasse coule,44411,,,Ouvriers_CPAS,,
T_P807,44411,Sabine Dieu,MRS,Plomberie,ch 118 souci au syphon: coule,44411,,,Ouvriers_CPAS,,
T_P808,44412,Sabine Dieu,MRS,Entretien général,ch 005 voir crochets rideau de douche,44412,,,Ouvriers_CPAS,,
T_P811,44413,Sabine Dieu,MRS,Entretien général,enlever le bac à fleurs cantou du rez,44413,,,Ouvriers_CPAS,,
T_P810,44413,Sabine Dieu,MRS,Entretien général,tondre la pelouse du cantou du rez,44413,,,Ouvriers_CPAS,,
T_P813,44414,Sabine Dieu,MRS,Entretien général,ch 016 : remettre les tentures,44414,,,Ouvriers_CPAS,,
T_P815,44414,Sabine Dieu,MRS,Entretien général,ch 016  manque un repose pieds couleur aubergine,44414,,,Ouvriers_CPAS,,
T_P817,44414,Sabine Dieu,MRS,Entretien général,ch 119 pas de frigo et de télévision,44414,,,Ouvriers_CPAS,,
T_P818,44414,Sabine Dieu,MRS,Entretien général,ch 119 remettre les tentures,44414,,,Ouvriers_CPAS,,
T_P814,44414,Sabine Dieu,MRS,Entretien général,déposer le chariot avec fortimel chez Christelle,44414,,,Ouvriers_CPAS,,
T_P816,44414,Sabine Dieu,MRS,Electricité,remplacer une lampe au plafond de la chambre,44414,,,Ouvriers_CPAS,,
T_P823,44419,Sabine Dieu,MRS,Entretien général,ch 101 fauteuil défectueux au niveau du repose pieds,44419,,,Ouvriers_CPAS,,
T_P822,44419,Sabine Dieu,MRS,Entretien général,ch 119 la tv ne fonctionne pas,44419,,,Ouvriers_CPAS,,
T_P821,44419,Sabine Dieu,MRS,Entretien général,ch 16 retirer frigo  dans armoire car un personnel,44419,,,Ouvriers_CPAS,,
T_P824,44419,Sabine Dieu,MRS,Entretien général,ch 213 porter 18 bouteilles d'eau,44419,,,Ouvriers_CPAS,,
T_P825,44420,Sabine Dieu,MRS,Entretien général,fermer porte local électrique 2ème étage prés office infi,44420,,,Ouvriers_CPAS,,
